cls	acc	F1	bal_acc	cal_F1	MCC	Avg	tp	tn	fp	fn	support	total	model	filename
40	0.810	0.741	0.788	0.725	0.621	0.719	7748	15283	900	4511	12259	28442	qtrees	./predictions/ATL24_20200727124034_04910807_005_01_gt1l_0_classified.csv
40	0.876	-nan	0.500	0.000	-0.006	-nan	0	12066	3	1699	1699	13768	qtrees	./predictions/ATL24_20200730204050_05420806_005_01_gt3l_0_classified.csv
40	0.989	0.571	0.751	0.668	0.570	0.640	1623	210290	856	1587	3210	214356	qtrees	./predictions/ATL24_20221012022839_03261708_005_01_gt2r_0_classified.csv
40	0.924	0.170	0.547	0.178	0.225	0.280	1613	189437	1014	14743	16356	206807	qtrees	./predictions/ATL24_20220413185245_03311507_005_02_gt1l_0_classified.csv
40	0.951	0.583	0.733	0.636	0.574	0.631	2990	80598	1024	3259	6249	87871	qtrees	./predictions/ATL24_20210121054253_04311007_005_01_gt1r_1_classified.csv
40	0.994	0.557	0.701	0.573	0.601	0.608	1014	271148	105	1509	2523	273776	qtrees	./predictions/ATL24_20190815001209_07320402_006_02_gt1l_0_classified.csv
40	0.911	0.726	0.800	0.746	0.689	0.740	40511	274107	5820	24819	65330	345257	qtrees	./predictions/ATL24_20220710041010_02791601_005_01_gt2r_0_classified.csv
40	0.839	0.502	0.669	0.513	0.474	0.540	15982	149947	3421	28331	44313	197681	qtrees	./predictions/ATL24_20210131090917_05861006_005_01_gt1r_0_classified.csv
40	0.944	0.002	0.498	0.002	-0.013	0.123	17	252678	1353	13528	13545	267576	qtrees	./predictions/ATL24_20220413185245_03311507_005_02_gt3l_1_classified.csv
40	0.867	0.593	0.712	0.597	0.584	0.622	39903	318897	2384	52442	92345	413626	qtrees	./predictions/ATL24_20220825124020_09861614_005_01_gt1r_0_classified.csv
40	0.967	0.714	0.799	0.747	0.711	0.743	1012	22482	145	664	1676	24303	qtrees	./predictions/ATL24_20220426062938_05221502_005_02_gt3l_0_classified.csv
40	0.996	0.523	0.684	0.537	0.575	0.580	489	219125	51	842	1331	220507	qtrees	./predictions/ATL24_20190819055313_07960412_005_01_gt1l_0_classified.csv
40	0.992	0.830	0.902	0.890	0.826	0.862	8390	417088	1426	2006	10396	428910	qtrees	./predictions/ATL24_20210205203105_06691014_005_01_gt1r_0_classified.csv
40	0.702	0.605	0.707	0.591	0.481	0.596	39142	81116	2821	48271	87413	171350	qtrees	./predictions/ATL24_20220825124020_09861614_005_01_gt1r_1_classified.csv
40	0.886	0.549	0.781	0.712	0.493	0.634	633	7411	694	344	977	9082	qtrees	./predictions/ATL24_20210212205409_07771002_005_01_gt1r_0_classified.csv
40	0.959	0.633	0.755	0.675	0.629	0.673	4344	113424	1019	4026	8370	122813	qtrees	./predictions/ATL24_20220826063606_09981606_005_01_gt1r_0_classified.csv
40	0.992	0.345	0.609	0.359	0.420	0.433	299	132020	69	1064	1363	133452	qtrees	./predictions/ATL24_20210214143845_08031010_005_01_gt1r_0_classified.csv
40	0.967	0.142	0.539	0.145	0.243	0.267	165	57877	42	1946	2111	60030	qtrees	./predictions/ATL24_20210228002801_10081007_005_01_gt3r_1_classified.csv
40	0.993	0.065	0.517	0.067	0.146	0.199	198	768852	117	5547	5745	774714	qtrees	./predictions/ATL24_20190401062949_00460302_005_01_gt2l_0_classified.csv
40	0.750	0.234	0.555	0.240	0.199	0.307	875	16256	590	5129	6004	22850	qtrees	./predictions/ATL24_20220826165734_10041614_005_01_gt3r_0_classified.csv
40	0.994	0.508	0.675	0.518	0.568	0.567	1238	367862	94	2300	3538	371494	qtrees	./predictions/ATL24_20190915105545_12120406_006_02_gt3r_0_classified.csv
40	0.945	0.836	0.901	0.878	0.803	0.855	25097	142981	4868	4967	30064	177913	qtrees	./predictions/ATL24_20220807105622_07101614_005_01_gt3r_0_classified.csv
40	0.957	0.595	0.716	0.603	0.625	0.635	504	14800	28	659	1163	15991	qtrees	./predictions/ATL24_20190916095834_12270401_006_02_gt3r_0_classified.csv
40	0.952	0.522	0.703	0.579	0.517	0.580	2047	72973	894	2858	4905	78772	qtrees	./predictions/ATL24_20190402001130_00570306_006_02_gt3l_0_classified.csv
40	0.838	0.846	0.838	0.777	0.675	0.784	7616	6679	1235	1529	9145	17059	qtrees	./predictions/ATL24_20190429055556_04730306_005_01_gt2l_0_classified.csv
40	0.543	0.481	0.622	0.441	0.273	0.454	8092	12633	1240	16209	24301	38174	qtrees	./predictions/ATL24_20190429055556_04730306_005_01_gt3l_2_classified.csv
40	0.998	0.734	0.818	0.777	0.743	0.768	329	150103	50	188	517	150670	qtrees	./predictions/ATL24_20220808201030_07321602_006_01_gt1r_0_classified.csv
40	0.982	0.868	0.896	0.883	0.863	0.878	3406	52215	158	874	4280	56653	qtrees	./predictions/ATL24_20190501095559_05060307_005_01_gt2l_0_classified.csv
40	0.968	0.389	0.624	0.398	0.462	0.468	2263	214689	280	6816	9079	224048	qtrees	./predictions/ATL24_20221012141554_03341701_005_01_gt1r_0_classified.csv
40	0.925	0.585	0.723	0.618	0.573	0.625	163	2701	40	191	354	3095	qtrees	./predictions/ATL24_20221012141554_03341701_005_01_gt1r_1_classified.csv
40	0.995	0.455	0.657	0.478	0.507	0.524	303	146811	64	662	965	147840	qtrees	./predictions/ATL24_20220808201030_07321602_006_01_gt2r_0_classified.csv
40	0.989	0.030	0.508	0.033	0.048	0.155	7	40589	38	409	416	41043	qtrees	./predictions/ATL24_20221209191918_12231701_006_01_gt1r_0_classified.csv
40	0.988	-nan	0.499	0.000	-0.005	-nan	0	46669	100	483	483	47252	qtrees	./predictions/ATL24_20221209191918_12231701_006_01_gt2r_0_classified.csv
40	0.979	0.553	0.707	0.586	0.576	0.605	1732	128024	379	2424	4156	132559	qtrees	./predictions/ATL24_20220808201030_07321602_006_01_gt3r_0_classified.csv
40	0.956	0.377	0.622	0.396	0.425	0.455	5365	384202	1530	16192	21557	407289	qtrees	./predictions/ATL24_20200812103958_07340808_005_01_gt3l_0_classified.csv
